Brnd_Name,Total # of Manufacturers,2018 Spent on Drug,2019 Spent on Drug,2020 Spent on Drug,2021 Spent on Drug,2022 Spent on Drug
Betadine,1,"$20,933.09","$438,569.70","$674,751.89","$363,111.81","$1,248,270.91"
Betaine Anhydrous,1,$0.00,$0.00,$0.00,$0.00,"$127,023.92"
Betaseron,1,"$30,480,284.27","$25,863,909.59","$22,484,038.14","$18,870,058.53","$18,184,229.44"
Bethkis,1,"$29,126,684.17","$30,433,363.80","$28,583,724.53","$20,887,321.78","$20,748,044.98"
Betoptic S,1,"$501,175.64","$427,556.03","$358,165.60","$315,371.40","$292,712.34"
Bevespi Aerosphere,1,"$8,160,002.31","$14,526,552.36","$23,469,274.04","$25,904,047.55","$14,182,400.75"
Beyaz,1,"$1,045,101.26","$939,139.28","$770,786.97","$720,088.39","$686,125.79"
Bicillin C-R,1,"$503,308.89","$497,505.17","$327,088.29","$303,850.77","$391,303.06"
Bepreve,1,"$1,404,827.41","$1,387,319.19","$1,378,253.74","$1,756,641.80","$1,165,012.96"
Bijuva,1,$0.00,"$4,830.63","$109,658.82","$221,222.10","$421,622.80"
Biktarvy,1,"$257,996,152.68","$1,104,988,644.60","$1,803,745,991.50","$2,332,016,732.90","$2,667,649,393.10"
Biltricide,1,"$456,359.62","$51,796.07","$26,320.10","$53,348.94","$227,206.56"
Biorphen,1,$0.00,$0.00,"$1,101.29","$3,520.88","$65,200.23"
Bivalirudin-0.9% NaCl,1,$0.00,"$130,799.65","$81,729.87","$58,913.18","$13,870.62"
Bivigam,1,$0.00,$0.00,"$71,601.05","$312,639.64","$3,298,455.64"
Blenrep,1,$0.00,$0.00,$0.00,"$2,095,248.74","$1,945,866.52"
Blephamide,1,"$322,452.13","$146,017.98","$158,022.45","$115,726.95","$3,546.14"
Blincyto,1,"$12,299,043.51","$16,514,877.22","$28,137,977.39","$31,879,632.29","$29,581,937.38"
Blisovi 24 Fe,1,"$2,723,856.85","$2,581,073.25","$2,317,772.37","$2,929,644.69","$1,619,125.46"
Berinert,1,"$17,113,108.10","$8,891,831.09","$6,073,142.98","$8,677,427.34","$13,344,385.80"
Beovu,1,$0.00,"$19,118.40","$1,733,976.85","$1,267,565.13","$1,222,675.56"
Baqsimi,1,$0.00,"$2,416,434.72","$15,213,491.60","$32,914,602.13","$46,279,544.40"
Belrapzo,1,$0.00,"$241,466.28","$1,098,948.35","$1,185,465.73","$1,813,515.74"
Baraclude,1,"$2,779,284.90","$1,701,537.62","$952,476.40","$770,259.22","$617,874.21"
Barhemsys,1,$0.00,$0.00,$0.00,$0.00,"$4,085.78"
Basaglar Kwikpen U-100,1,"$583,846,337.71","$718,553,269.34","$636,303,251.67","$479,262,261.41","$386,999,188.13"
Bavencio,1,"$557,148.71","$899,555.63","$2,837,355.95","$6,243,205.66","$6,858,136.45"
Baxdela,1,"$350,228.65","$848,537.20","$401,479.21","$318,838.53","$349,936.25"
Bebtelovimab (Eua),1,$0.00,$0.00,$0.00,$0.00,"$263,320.82"
Beconase Aq,1,"$1,156,164.94","$1,108,064.82","$1,128,059.55","$1,107,908.20","$1,044,990.13"
Belbuca,1,"$7,168,688.12","$17,458,573.57","$26,765,534.73","$33,223,091.87","$36,377,144.21"
Beleodaq,1,$0.00,$0.00,"$294,274.22","$508,918.92","$693,737.53"
Belladonna-Opium,1,"$411,156.78","$572,908.03","$581,163.81","$635,867.17","$521,458.73"
Belsomra,1,"$13,907,557.53","$13,282,217.34","$13,687,496.19","$14,663,684.78","$16,483,436.84"
Benzphetamine HCl,1,$969.58,$0.00,$0.00,$0.00,"$1,587.48"
Belviq,1,"$365,449.02","$339,192.15","$36,534.48",$0.00,"$58,598.02"
Bendamustine HCl,1,"$134,622.59","$751,478.22","$51,052.71","$106,225.18","$51,475.85"
Bendeka,1,"$24,675,915.32","$21,928,194.18","$18,793,880.10","$17,235,725.77","$11,801,309.00"
Benefix,1,"$56,224,068.69","$62,616,069.80","$56,031,933.26","$54,960,657.70","$49,394,173.19"
Benlysta*,1,"$57,143,527.75","$70,378,720.15","$86,640,649.79","$128,149,346.19","$163,307,664.19"
Bensal HP,1,"$260,161.75","$1,568,102.05","$158,464.00","$1,316,506.99","$130,801.74"
Bentyl,1,"$1,149,982.50","$1,281,389.49","$612,189.43","$508,313.38","$403,288.48"
Benzaclin,1,"$22,977,864.01","$1,951,215.86","$663,685.10","$199,952.13","$7,858.62"
Benzamycin,1,"$18,743.79","$6,225.95","$9,621.34","$55,918.87","$48,914.72"
Benzoyl Peroxide,1,$0.00,$0.00,$0.00,$0.00,$100.07
Eprontia,1,$0.00,$0.00,$0.00,$0.00,"$2,196,740.72"
Epsolay,1,$0.00,$0.00,$0.00,$0.00,"$196,430.13"
Epzicom,1,"$10,551,768.05","$3,259,533.75","$661,200.64","$348,385.15","$246,127.89"
Lamictal ODT (Blue),1,$0.00,$0.00,$0.00,$0.00,"$5,946.72"
Leqvio,1,$0.00,$0.00,$0.00,$0.00,"$779,728.47"
Lessina,1,"$1,826,225.01","$1,873,468.24","$2,290,687.79","$1,573,149.90","$960,883.32"
Letairis,1,"$161,510,460.81","$130,266,557.35","$68,892,703.22","$55,391,717.06","$51,189,337.63"
Leukeran,1,"$181,005.86","$162,325.49","$205,919.71","$156,583.93","$49,521.12"
Levalbuterol Tartrate HFA,1,"$4,450,584.49","$4,402,464.03","$4,886,993.10","$4,695,561.12","$5,254,264.56"
Levaquin,1,"$124,028.08","$86,235.83","$21,208.84","$12,508.60","$45,405.85"
Levemir,1,"$82,654,379.72","$73,434,116.07","$64,408,057.80","$60,475,199.64","$52,677,720.89"
Levemir Flextouch,1,"$184,081,856.00","$192,355,444.32","$217,499,299.47","$240,775,567.90","$236,468,473.39"
Levo-T,1,$0.00,$588.11,$661.39,$635.09,$84.02
Levobunolol HCl,1,"$18,529.59","$17,437.42","$30,254.05","$38,482.26","$40,073.27"
Levocarnitine SF,1,$0.00,"$12,696.46","$220,797.41","$461,003.92","$602,622.34"
Levomefol-Pyridoxal-Mec-Algal,1,"$3,463.12","$3,967.91","$3,557.87","$3,521.62","$1,662.71"
Levomefolate Calcium-Algal,1,"$20,366.69","$31,293.74","$42,633.70","$24,300.02","$4,626.56"
Levonest,1,"$136,481.39","$125,605.31","$108,711.93","$94,217.52","$74,274.89"
A And D,1,$213.70,$79.36,$138.49,$106.45,$286.30
Levora-28,1,"$717,000.55","$322,786.14","$276,714.35","$180,514.79","$159,572.33"
Levothyroxine,1,$0.00,$0.00,"$78,925.70","$3,103,948.15","$7,821,736.38"
Levoxyl,1,"$607,806.43","$672,070.54","$730,392.48","$821,736.02","$735,669.10"
Levsin*,1,"$112,841.10","$86,349.09","$59,372.09","$97,293.34","$103,636.22"
Levsin-Sl,1,"$55,683.83","$60,429.36","$52,903.84","$86,119.33","$116,807.06"
Levulan,1,"$569,845.61","$643,554.43","$641,780.26","$668,046.98","$550,936.52"
Lexapro,1,"$3,213,554.09","$3,259,928.15","$3,205,138.32","$3,078,416.27","$2,852,157.57"
Lexette,1,$0.00,"$64,364.57","$332,947.64","$308,292.08","$280,154.93"
Lenvima,1,"$18,100,224.24","$53,543,370.35","$79,831,414.70","$90,596,580.32","$120,991,714.41"
Lemtrada,1,"$15,473,384.57","$8,720,874.61","$3,471,283.86","$3,162,357.16","$2,152,585.98"
Leena,1,"$61,400.63","$35,158.44","$26,301.16","$18,269.80","$12,241.34"
Lansoprazol-Amoxicil-Clarithro,1,"$938,520.23","$1,018,409.83","$587,803.57","$738,529.77","$942,558.98"
Lamictal XR,1,"$30,697,208.08","$30,692,659.46","$30,042,160.27","$30,581,125.17","$32,769,859.66"
Lamictal XR (Blue),1,"$4,549.50","$7,668.99","$6,910.95","$6,372.00","$5,146.82"
Lamictal XR (Orange),1,"$69,992.84","$55,801.63","$66,889.34","$61,584.19","$62,745.21"
Lamotrigine (Blue),1,"$81,921.45","$53,331.99","$54,819.02","$57,327.40","$57,262.70"
Lamotrigine (Green),1,"$189,413.21","$140,592.25","$212,690.35","$167,762.62","$160,679.13"
Lamotrigine (Orange),1,"$767,510.08","$468,285.67","$549,773.90","$775,448.97","$871,997.48"
Lamotrigine ODT (Blue),1,"$16,875.56","$9,504.94","$2,872.38","$2,859.07","$6,629.80"
Lamotrigine ODT (Orange),1,"$171,974.82","$103,629.35","$63,087.27","$99,382.12","$101,272.74"
Lanoxin,1,$0.00,$0.00,$0.00,"$3,248.00","$8,132.72"
Lanreotide Acetate,1,$0.00,$0.00,$0.00,$0.00,"$1,405,496.17"
Lantus,1,"$366,694,782.86","$292,377,873.37","$256,970,405.16","$237,929,122.88","$202,185,536.08"
Ledipasvir-Sofosbuvir,1,$0.00,"$12,014,531.12","$13,475,302.68","$12,399,277.08","$8,358,134.02"
Lantus Solostar,1,"$465,814,930.50","$507,314,550.96","$750,147,350.76","$974,340,425.92","$960,725,697.93"
Lapatinib,1,$0.00,$0.00,"$406,714.96","$2,275,833.53","$1,828,349.37"
Larin,1,"$638,754.81","$965,797.20","$1,408,966.50","$1,683,022.83","$1,521,190.05"
Larin 24 Fe,1,"$517,538.99","$642,535.25","$1,083,779.75","$1,510,127.37","$1,599,638.02"
Larin Fe,1,"$2,077,098.30","$2,030,533.81","$2,792,117.91","$3,361,425.38","$3,282,276.37"
Larissia,1,"$1,847,070.94","$1,444,012.59","$1,750,188.24","$2,054,542.51","$1,205,013.99"
Lasix,1,"$24,945.40","$63,460.10","$56,120.60","$156,236.66","$811,132.68"
Lastacaft,1,"$699,622.94","$650,883.30","$527,014.30","$813,528.05","$149,113.64"
Latuda,1,"$1,251,008,026.70","$1,346,441,135.70","$1,506,661,020.90","$1,641,638,384.90","$1,698,181,720.80"
Layolis Fe,1,"$366,637.40","$306,722.96","$307,482.87","$275,692.75","$227,304.56"
Lexiscan,1,"$41,105,449.28","$37,184,768.16","$32,719,276.87","$38,012,949.19","$34,952,630.23"
Lexiva,1,"$1,506,770.23","$721,396.18","$383,923.61","$180,878.02","$108,293.48"
Lialda,1,"$13,016,098.35","$13,295,215.48","$12,922,840.16","$22,920,387.14","$32,425,816.98"
Loreev XR,1,$0.00,$0.00,$0.00,"$17,463.14","$473,385.88"
Lomaira,1,"$3,395.94","$5,703.94","$5,725.62","$8,085.81","$37,719.82"
Lomotil,1,"$9,345.69","$11,070.52","$9,888.23","$7,963.04","$5,268.49"
Lonhala Magnair Refill,1,"$308,409.43","$1,962,429.72","$2,097,426.56","$1,410,641.93","$756,235.38"
Lonhala Magnair Starter,1,"$179,929.66","$677,178.38","$279,741.64","$175,711.05","$119,805.61"
Lonsurf,1,"$19,976,543.16","$22,452,890.11","$24,842,982.26","$33,156,454.60","$34,720,650.32"
Lopressor,1,"$7,552.08","$9,383.59","$9,575.20","$7,774.07","$11,435.99"
Loprox,1,"$15,404.49",$0.00,$0.00,$523.58,$668.20
Loratadine,1,"$33,379.26","$269,721.71","$348,586.95","$193,473.08","$161,550.89"
Lorazepam Intensol,1,"$207,911.21","$398,294.66","$317,156.96","$285,500.05","$263,175.84"
Lorbrena,1,"$246,311.30","$6,177,221.23","$9,849,217.97","$14,204,196.44","$14,517,091.32"
Loryna,1,"$877,765.01","$890,463.41","$1,758,557.24","$4,096,125.93","$4,125,706.08"
Lojaimiess,1,$0.00,$0.00,"$41,988.11","$145,256.12","$150,223.36"
Lorzone,1,"$1,416,673.74","$1,481,004.81","$381,816.37","$131,881.14","$69,730.17"
Loseasonique,1,"$161,047.29","$118,741.27","$123,499.04","$107,298.76","$113,550.52"
Lotemax,1,"$6,689,380.79","$5,961,291.11","$3,750,241.70","$2,782,169.77","$3,423,832.54"
Lotemax Sm,1,$0.00,"$172,779.88","$399,927.51","$466,261.02","$658,691.42"
Lotrel,1,"$86,473.89","$63,541.60","$48,998.14","$14,201.60","$18,238.47"
Lotronex,1,"$1,468,319.65","$1,360,315.45","$1,227,287.00","$1,633,247.86","$1,437,235.49"
Lovaza,1,$0.00,$0.00,$0.00,"$116,345.41","$275,571.06"
Low-Ogestrel,1,"$2,105,543.54","$1,919,249.52","$1,460,938.89","$1,881,585.63","$1,778,817.58"
Lubiprostone,1,$0.00,$0.00,$0.00,"$15,436,915.00","$21,190,987.21"
Lucentis,1,"$55,234,479.45","$66,460,598.59","$60,434,060.28","$61,282,797.93","$51,376,374.49"
Lokelma,1,$0.00,"$834,438.75","$4,682,366.68","$10,613,433.99","$18,456,345.53"
Lofena,1,$0.00,$0.00,$0.00,"$188,583.60","$35,316,853.30"
Librax,1,"$336,969.37","$380,892.61","$425,643.06","$253,431.60","$136,180.54"
Linzess,1,"$125,170,076.09","$162,963,440.75","$209,333,124.26","$261,900,551.55","$313,824,032.35"
Libtayo,1,$0.00,"$1,878,578.42","$7,715,903.80","$10,359,879.74","$14,066,970.25"
Licart,1,$0.00,$0.00,"$8,392.58","$319,698.60","$1,877,666.29"
Lidocort,1,$0.00,$0.00,$0.00,"$842,724.21","$6,854,060.23"
Lidoderm,1,"$1,627,213.35","$1,283,653.71","$1,546,732.16","$36,848,735.67","$69,627,991.92"
Lidotral,1,"$533,802.71","$15,740,703.07","$4,939,337.00","$1,356,859.52","$15,060,821.94"
Lillow,1,"$681,674.68","$531,557.68","$441,849.93","$151,308.41","$95,273.91"
Lincocin,1,"$206,662.04","$142,913.02","$81,173.51","$54,078.71","$36,841.45"
Lincomycin HCl,1,"$22,169.28","$31,936.91","$22,505.50","$51,461.26","$83,412.52"
Lindane,1,"$189,626.69","$122,277.36","$53,384.74","$53,088.82","$23,347.37"
Linezolid-0.9% NaCl,1,"$162,694.23","$83,643.70","$43,589.90","$77,547.94","$37,220.14"
Lioresal Intrathecal,1,"$4,287,954.02","$6,486,362.37","$7,712,410.53","$6,685,714.70","$5,964,735.01"
Loestrin Fe,1,"$105,147.86","$115,520.54","$505,231.32","$131,106.35","$141,269.52"
Lipitor,1,"$883,106.71","$948,685.97","$979,205.28","$1,008,495.67","$807,530.92"
Lithobid,1,"$619,446.55","$555,406.34","$496,198.39","$447,538.13","$408,240.60"
Lithostat,1,"$38,453.18","$87,292.65","$98,231.26","$69,775.33","$112,085.02"
Livalo,1,"$4,196,922.60","$5,393,697.75","$6,106,918.98","$7,082,308.66","$7,686,572.82"
Livmarli,1,$0.00,$0.00,$0.00,"$1,337,236.15","$38,121,635.94"
Livtencity,1,$0.00,$0.00,$0.00,$0.00,"$4,159,168.34"
Lmd,1,$0.00,$0.00,$0.00,$0.00,"$3,177.06"
Lo Loestrin Fe,1,"$42,494,530.50","$47,898,662.51","$58,604,653.65","$71,602,251.42","$80,520,126.17"
Lo-Zumandimine,1,$0.00,"$78,341.12","$345,608.14","$276,806.24","$259,358.76"
Loestrin,1,"$104,574.54","$95,185.01","$135,031.51","$60,476.33","$72,918.29"
Lamictal ODT (Orange),1,"$7,979.52","$22,570.20","$36,764.64","$26,655.36","$30,200.84"
Lamictal ODT,1,"$11,312,929.38","$11,433,088.42","$11,452,917.44","$10,469,523.24","$10,158,740.56"
Equetro,1,"$2,330,825.27","$2,396,195.61","$2,226,957.57","$1,986,996.40","$1,627,627.95"
Lamictal (Orange),1,"$323,723.04","$160,878.03","$180,478.64","$56,488.47","$68,592.70"
Jynarque,1,"$3,565,322.90","$30,581,981.13","$52,358,004.10","$76,780,719.63","$95,683,764.84"
K-Dur,1,$0.00,$0.00,$0.00,$0.00,$0.00
K-Phos Neutral,1,"$64,831.79","$91,323.03","$116,988.16","$186,789.86","$250,869.46"
K-Phos No.2,1,"$45,233.63","$44,965.83","$31,331.97","$33,761.07","$32,368.06"
K-Phos Original,1,"$127,401.31","$132,133.32","$174,291.47","$172,782.54","$175,479.42"
K-Tab ER,1,"$141,225.65","$195,621.99","$252,415.84","$333,538.06","$203,549.30"
Kadcyla,1,"$29,718,302.75","$51,707,857.35","$76,259,005.73","$76,037,381.26","$66,322,718.63"
Kaitlib Fe,1,"$394,345.11","$363,109.38","$373,798.55","$401,097.36","$363,336.05"
Kalbitor,1,"$5,622,711.67","$3,946,618.51","$3,315,856.06","$1,265,827.51","$989,677.15"
Kaletra,1,"$12,695,461.21","$8,152,982.82","$4,924,854.51","$2,781,599.58","$980,643.73"
Kalydeco,1,"$147,168,221.44","$164,330,304.10","$145,169,916.86","$118,961,180.43","$97,897,026.73"
Kanjinti,1,$0.00,"$3,502,094.83","$55,038,190.45","$66,457,170.18","$44,978,327.64"
Kanuma,1,"$11,187,152.89","$12,590,584.32","$12,146,641.55","$11,897,892.38","$13,764,501.28"
Kapspargo Sprinkle,1,"$2,578.96","$59,761.03","$176,841.08","$201,992.39","$532,096.91"
Karbinal ER,1,"$1,243,278.76","$4,422,058.61","$4,721,126.53","$5,391,785.56","$7,567,289.11"
Kariva,1,"$977,546.62","$955,795.96","$854,870.41","$814,866.22","$690,706.51"
Katerzia,1,$0.00,"$773,604.51","$6,336,167.90","$8,584,835.91","$8,497,484.51"
Kazano,1,"$160,180.10","$103,991.30","$769,670.03","$87,208.44","$1,133,792.33"
Kcentra,1,"$414,342.42","$694,884.57","$1,282,820.00","$1,791,351.44","$2,325,318.99"
Kedbumin,1,"$16,383.71","$18,208.27","$5,756.15","$5,177.30","$5,237.54"
Kedrab,1,"$53,023.87","$348,197.34","$370,331.58","$371,702.82","$475,623.39"
Kelnor 1-35,1,"$756,956.64","$657,059.48","$625,153.96","$675,769.10","$571,245.96"
Kelnor 1-50,1,"$99,045.10","$159,355.80","$180,778.56","$182,934.55","$166,397.88"
Juxtapid,1,"$4,617,895.72","$6,217,212.85","$6,911,197.53","$8,960,577.99","$8,218,089.37"
Junel Fe 24,1,"$2,383,592.74","$2,664,392.30","$2,362,157.20","$1,279,952.46","$902,735.63"
Junel Fe,1,"$10,881,026.72","$11,905,150.38","$9,771,864.00","$9,761,519.83","$8,844,555.66"
Jemperli,1,$0.00,$0.00,$0.00,$0.00,"$591,580.36"
Janssen Covid-19 Vaccine (Eua),1,$0.00,$0.00,$0.00,"$3,406,599.24","$563,241.56"
Jantoven,1,"$432,542.85","$459,744.52","$469,403.47","$655,508.21","$904,442.27"
Janumet,1,"$109,988,393.14","$141,477,915.22","$119,602,172.08","$109,639,546.35","$112,720,047.53"
Janumet XR,1,"$39,030,644.15","$47,187,086.68","$46,987,963.21","$46,782,649.27","$46,173,609.15"
Januvia,1,"$521,092,273.42","$590,653,435.51","$579,948,969.97","$627,098,247.85","$667,373,809.87"
Jardiance,1,"$203,038,744.63","$278,093,843.30","$461,608,003.79","$774,613,976.92","$1,202,750,264.00"
Jasmiel,1,$0.00,"$64,193.92","$173,662.88","$279,452.81","$377,683.58"
Jatenzo,1,$0.00,$0.00,"$159,266.88","$546,200.65","$1,241,907.41"
Javygtor,1,$0.00,$0.00,$0.00,$0.00,"$302,934.33"
Jelmyto,1,$0.00,$0.00,$0.00,"$289,187.76","$449,715.19"
Jencycla,1,"$323,206.97","$367,508.78","$350,352.60","$457,596.67","$811,268.54"
Junel,1,"$3,386,567.85","$3,681,805.07","$3,888,386.52","$3,642,211.25","$3,635,524.02"
Jentadueto,1,"$14,999,107.38","$11,910,890.96","$11,130,738.10","$10,091,053.58","$9,106,131.21"
Jentadueto XR,1,"$984,242.14","$1,033,216.95","$1,021,626.41","$980,617.64","$1,102,708.81"
Jevtana,1,"$7,553,105.93","$6,974,937.39","$8,840,119.00","$10,284,453.38","$9,477,320.58"
Jinteli,1,"$79,699.62","$38,603.85","$26,286.42","$25,149.12","$22,461.45"
Jivi,1,"$593,649.16","$12,117,035.63","$32,311,720.16","$40,841,053.55","$43,444,849.73"
Jolessa,1,"$498,532.84","$411,513.32","$451,852.94","$603,318.30","$590,432.36"
Jornay PM,1,$0.00,"$5,173,068.03","$24,062,770.26","$35,495,902.31","$51,327,104.82"
Jublia,1,"$3,438,758.53","$3,866,870.30","$4,190,714.96","$4,965,921.34","$10,404,951.29"
Juleber,1,"$753,575.46","$501,822.46","$286,915.36","$192,880.85","$105,587.91"
Juluca,1,"$21,901,203.01","$62,216,445.36","$85,596,659.92","$99,205,262.74","$104,491,960.24"
Kenalog-10,1,"$5,331,755.56","$2,979,675.92","$1,100,422.02","$1,287,499.59","$1,346,587.67"
Kenalog-40,1,"$26,419,376.19","$14,765,815.33","$6,759,625.34","$7,257,412.74","$6,699,349.78"
Kenalog-80,1,$0.00,"$2,257.90","$9,040.57","$13,830.95","$35,301.52"
Kymriah,1,"$2,725,599.13",$0.00,$0.00,"$10,587,570.84","$8,498,070.80"
Korlym,1,"$24,146,586.22","$26,079,190.86","$27,198,261.10","$35,224,389.12","$39,713,506.76"
Korsuva,1,$0.00,$0.00,$0.00,$0.00,"$306,126.47"
Koselugo,1,$0.00,$0.00,"$13,428,348.17","$40,364,497.04","$57,969,402.48"
Kovaltry,1,"$24,891,887.72","$26,336,547.44","$15,246,039.90","$14,273,600.10","$21,975,240.06"
Krintafel,1,$0.00,$0.00,$687.15,"$4,308.15","$6,314.44"
Kristalose,1,"$9,310,621.26","$10,658,294.42","$10,933,637.83","$11,873,182.21","$11,944,747.06"
Krystexxa,1,"$9,828,622.00","$21,621,047.58","$28,168,261.05","$47,115,688.05","$63,081,051.54"
Kurvelo,1,"$491,734.81","$1,138,164.37","$1,249,123.14","$1,211,076.17","$949,405.14"
Kuvan,1,"$75,727,647.00","$79,197,322.74","$75,789,544.80","$46,066,348.61","$36,558,293.37"
Kyleena,1,"$11,402,497.04","$16,916,886.78","$21,075,651.72","$25,502,642.51","$25,278,716.85"
Kynmobi,1,$0.00,$0.00,$0.00,"$167,191.46","$385,513.93"
Kombiglyze XR,1,"$8,034,659.38","$6,169,354.21","$5,045,192.16","$4,188,167.92","$3,388,702.75"
Kyprolis,1,"$24,200,669.23","$23,599,460.30","$29,134,369.38","$31,112,243.34","$33,199,253.66"
L-Methyl-Mc Nac,1,$0.00,"$1,094.77","$1,123.28","$2,150.27","$2,002.10"
L-Methylfolate,1,"$123,832.12","$240,044.93","$292,592.06","$345,699.72","$268,916.09"
L-Methylfolate Forte,1,"$118,004.93","$171,764.68","$203,147.90","$176,364.41","$164,514.89"
Lac-Dose,1,"$4,208.19",$596.75,$517.64,$251.63,$132.59
Lacrisert,1,"$192,463.57","$147,060.97","$54,312.11","$84,068.88","$19,219.15"
Lactinex,1,$0.00,$0.00,$0.00,$0.00,$707.94
Lactobacillus,1,$0.00,"$1,210.73","$37,186.63","$16,874.56",$349.11
Lagevrio (Eua),1,$0.00,$0.00,$0.00,$0.00,"$150,158.00"
Lamictal,1,"$70,578,905.32","$68,584,905.33","$64,845,856.99","$61,811,276.02","$72,874,483.01"
Konsyl,1,$0.00,$0.00,$0.00,$0.00,$195.30
Kogenate FS,1,"$103,156,851.76","$93,699,196.12","$86,652,782.79","$82,229,525.04","$52,527,544.86"
Kengreal,1,$0.00,"$13,047.93","$38,233.71","$60,645.61","$196,897.53"
Keytruda,1,"$234,552,827.84","$387,370,730.86","$516,250,730.95","$602,900,806.53","$706,795,740.67"
Kepivance,1,"$250,339.42","$217,476.63","$241,259.41","$300,486.64","$47,381.06"
Keppra XR,1,"$15,926,232.98","$17,282,753.55","$18,502,390.31","$16,530,408.27","$15,546,990.60"
Keppra*,1,"$56,916,032.57","$55,776,011.91","$53,504,548.63","$51,544,131.00","$47,930,987.25"
Kerendia,1,$0.00,$0.00,$0.00,"$433,110.59","$10,057,279.54"
Kerydin,1,"$750,177.45","$954,867.99","$829,208.41","$61,880.23","$8,559.62"
Kesimpta Pen,1,$0.00,$0.00,"$2,002,182.15","$43,779,115.65","$122,836,980.10"
Ketalar,1,"$144,722.20","$468,077.12","$613,256.68","$1,060,643.79","$627,479.11"
Ketone Test Strip,1,"$7,337.31","$10,515.41","$10,747.83","$5,519.42",$287.47
Keveyis,1,"$2,283,388.63","$4,382,079.97","$5,528,398.61","$8,055,079.95","$11,427,932.82"
Kevzara,1,"$4,781,647.94","$12,602,580.51","$16,910,819.63","$21,201,962.17","$26,229,676.81"
Kimmtrak,1,$0.00,$0.00,$0.00,$0.00,"$588,462.14"
Koate,1,"$6,407,311.46","$6,091,053.84","$9,358,949.29","$8,698,473.89","$7,606,821.20"
Kimyrsa,1,$0.00,$0.00,$0.00,$0.00,"$868,754.13"
Kineret,1,"$13,462,604.28","$16,945,109.01","$20,894,254.63","$22,859,928.55","$24,520,691.16"
Kisqali,1,"$16,248,401.72","$28,173,371.53","$41,597,989.52","$48,467,597.03","$72,401,321.27"
Kisqali Femara Co-Pack,1,"$5,286,565.85","$7,343,916.05","$9,217,601.45","$8,814,854.74","$6,570,156.60"
Kitabis Pak,1,"$14,914,068.25","$16,478,649.91","$15,161,772.98","$15,992,341.86","$13,027,251.16"
Klaron,1,"$2,948.72",$0.00,$0.00,$0.00,"$2,666.73"
Klor-Con,1,"$2,374,808.17","$2,774,807.04","$2,183,876.83","$1,916,954.34","$1,854,649.18"
Klor-Con 8,1,$0.00,"$2,519.18","$21,024.83","$85,711.91","$138,520.59"
Klor-Con M15,1,$0.00,"$8,578.86","$56,561.94","$64,055.60","$65,369.35"
Kloxxado,1,$0.00,$0.00,$0.00,"$54,614.03","$2,075,505.13"
Luer-Lok Syringe-Needle,1,$0.00,$0.00,$0.00,$0.00,$144.74
Luliconazole,1,"$9,495.10","$27,796.23","$19,919.52","$22,300.96","$26,033.36"
Lumakras,1,$0.00,$0.00,$0.00,"$7,958,711.50","$21,530,804.84"
Lumigan,1,"$11,632,615.70","$12,376,516.02","$13,151,925.40","$13,993,553.24","$16,289,158.37"
Moxeza,1,"$3,842,177.91","$6,005,835.59","$2,398,879.61","$177,623.58","$26,958.84"
Mozobil,1,"$3,949,153.93","$4,422,993.57","$4,197,808.52","$4,954,249.52","$4,393,285.35"
Ms Contin,1,"$222,481.39","$189,515.44","$100,927.71","$34,459.33","$34,849.25"
Mucinex DM,1,$0.00,$0.00,$0.00,$0.00,$351.40
Mucus D,1,$0.00,$0.00,$0.00,$0.00,$297.58
Mucus ER,1,$717.57,"$5,860.60","$2,460.84",$203.69,$156.86
Mulpleta,1,$0.00,"$1,056,178.84","$700,174.87","$424,076.03","$471,079.88"
Multaq,1,"$7,918,365.94","$8,960,109.74","$9,769,886.51","$10,478,065.61","$11,755,615.59"
Multi-Mac,1,$0.00,$0.00,$0.00,$0.00,"$104,917.07"
Multi-Vit-Flor,1,$0.00,$0.00,$0.00,$0.00,"$11,177.82"
Multi-Vitamin Daily,1,$117.32,$55.26,$54.19,$233.60,$674.42
Multi-Vitamin W-Fluoride-Iron,1,"$135,724.22","$182,917.76","$60,888.35","$135,691.94","$108,223.30"
